algorithm,data_path,approach,data_label,join_time,total_time,feature_selection_time,depth,accuracy,train_time,feature_importance,join_path_features,cutoff_threshold,redundancy_threshold,rank
CART,housing.csv--Borough-capital_projects2.csv,TFD_BFS,nyc,,67.59690284729004,,,0.7761985710766198,1.294166088104248,"{'capital_projects2.csv.Project Name': 0.002, 'capital_projects2.csv.Borough': 0.03, 'housing.csv.Project ID': 0.275, 'housing.csv.Project Name': 0.304, 'housing.csv.Project Start Date': 0.011, 'housing.csv.Address': 0.021, 'housing.csv.Borough': 0.026, 'housing.csv.Postcode': 0.114, 'housing.csv.Community Board': 0.007, 'housing.csv.NTA - Neighborhood Tabulation Area': 0.117, 'housing.csv.Prevailing Wage Status': 0.031}","['capital_projects2.csv.Project Name', 'capital_projects2.csv.Borough', 'housing.csv.Project ID', 'housing.csv.Project Name', 'housing.csv.Project Start Date', 'housing.csv.Address', 'housing.csv.Borough', 'housing.csv.Postcode', 'housing.csv.Community Board', 'housing.csv.NTA - Neighborhood Tabulation Area', 'housing.csv.Prevailing Wage Status']",0.15,,
CART,housing.csv--ZipCode(s)-film_permits.csv,TFD_BFS,nyc,,67.59690284729004,,,0.852130081300813,2.0263309478759766,"{'film_permits.csv.EndDateTime': 0.014, 'film_permits.csv.Country': 0.0, 'film_permits.csv.EnteredOn': 0.007, 'film_permits.csv.Category': 0.003, 'film_permits.csv.StartDateTime': 0.003, 'film_permits.csv.ParkingHeld': 0.002, 'film_permits.csv.EventID': 0.032, 'film_permits.csv.Borough': 0.073, 'film_permits.csv.ZipCode(s)': 0.03, 'film_permits.csv.SubCategoryName': 0.009, 'housing.csv.Project ID': 0.382, 'housing.csv.Project Name': 0.21, 'housing.csv.Project Start Date': 0.048, 'housing.csv.Address': 0.034, 'housing.csv.Borough': 0.008, 'housing.csv.Postcode': 0.03, 'housing.csv.Community Board': 0.035, 'housing.csv.NTA - Neighborhood Tabulation Area': 0.007, 'housing.csv.Prevailing Wage Status': 0.017}","['film_permits.csv.EndDateTime', 'film_permits.csv.Country', 'film_permits.csv.EnteredOn', 'film_permits.csv.Category', 'film_permits.csv.StartDateTime', 'film_permits.csv.ParkingHeld', 'film_permits.csv.EventID', 'film_permits.csv.Borough', 'film_permits.csv.ZipCode(s)', 'film_permits.csv.SubCategoryName', 'housing.csv.Project ID', 'housing.csv.Project Name', 'housing.csv.Project Start Date', 'housing.csv.Address', 'housing.csv.Borough', 'housing.csv.Postcode', 'housing.csv.Community Board', 'housing.csv.NTA - Neighborhood Tabulation Area', 'housing.csv.Prevailing Wage Status']",0.15,,
CART,base.csv--DBN-math.csv,TFD_BFS,school,,213.77696585655212,,,0.7046948356807512,1.8177568912506104,"{'math.csv.Level 2 #': 0.0, 'math.csv.Level 4 #': 0.0, 'math.csv.Mean Scale Score': 0.0, 'math.csv.Level 1 %': 0.0, 'math.csv.Level 3+4 #': 0.0, 'math.csv.Number Tested': 0.0, 'math.csv.Level 3 %': 0.0, 'math.csv.Level 1 #': 0.147, 'math.csv.Level 2 %': 0.0, 'math.csv.DBN': 0.0, 'math.csv.Level 3+4 %': 0.0, 'math.csv.Year': 0.0, 'math.csv.Level 3 #': 0.0, 'math.csv.Level 4 %': 0.0, 'math.csv.Grade': 0.0, 'base.csv.School Name': 0.0, 'base.csv.School Type': 0.276, 'base.csv.Total Parent Response Rate (%)': 0.58, 'base.csv.Total Teacher Response Rate (%)': 0.0, 'base.csv.Total Student Response Rate (%)': 0.0}","['math.csv.Level 2 #', 'math.csv.Level 4 #', 'math.csv.Mean Scale Score', 'math.csv.Level 1 %', 'math.csv.Level 3+4 #', 'math.csv.Number Tested', 'math.csv.Level 3 %', 'math.csv.Level 1 #', 'math.csv.Level 2 %', 'math.csv.DBN', 'math.csv.Level 3+4 %', 'math.csv.Year', 'math.csv.Level 3 #', 'math.csv.Level 4 %', 'math.csv.Grade', 'base.csv.School Name', 'base.csv.School Type', 'base.csv.Total Parent Response Rate (%)', 'base.csv.Total Teacher Response Rate (%)', 'base.csv.Total Student Response Rate (%)']",0.15,,
CART,base.csv--DBN-qr.csv,TFD_BFS,school,,213.77696585655212,,,0.7018779342723004,0.6465380191802979,"{'qr.csv.DBN': 0.0, 'base.csv.School Name': 0.0, 'base.csv.School Type': 0.297, 'base.csv.Total Parent Response Rate (%)': 0.616, 'base.csv.Total Teacher Response Rate (%)': 0.087, 'base.csv.Total Student Response Rate (%)': 0.0}","['qr.csv.DBN', 'base.csv.School Name', 'base.csv.School Type', 'base.csv.Total Parent Response Rate (%)', 'base.csv.Total Teacher Response Rate (%)', 'base.csv.Total Student Response Rate (%)']",0.15,,
CART,base.csv--DBN-gender.csv--DBN-disc.csv,TFD_BFS,school,,213.77696585655212,,,0.7075267206073319,2.003246784210205,"{'disc.csv.ADMINISTRATIVE DISTRICT': 0.0, 'disc.csv.LOCATION CATEGORY': 0.0, 'disc.csv.DBN': 0.0, 'gender.csv.Level4_N': 0.0, 'gender.csv.DBN': 0.0, 'gender.csv.Level1_N': 0.0, 'gender.csv.Mean Scale Score': 0.11, 'gender.csv.Level3_%': 0.0, 'gender.csv.Level3_N': 0.0, 'gender.csv.Year': 0.0, 'gender.csv.Level3+4_N': 0.0, 'gender.csv.Level3+4_%': 0.0, 'gender.csv.Level1_%': 0.076, 'gender.csv.Grade': 0.0, 'gender.csv.Number Tested': 0.0, 'gender.csv.Level2_N': 0.0, 'gender.csv.Level2_%': 0.0, 'gender.csv.Level4_%': 0.0, 'base.csv.School Name': 0.029, 'base.csv.School Type': 0.229, 'base.csv.Total Parent Response Rate (%)': 0.479, 'base.csv.Total Teacher Response Rate (%)': 0.045, 'base.csv.Total Student Response Rate (%)': 0.013}","['disc.csv.ADMINISTRATIVE DISTRICT', 'disc.csv.LOCATION CATEGORY', 'disc.csv.DBN', 'gender.csv.Level4_N', 'gender.csv.DBN', 'gender.csv.Level1_N', 'gender.csv.Mean Scale Score', 'gender.csv.Level3_%', 'gender.csv.Level3_N', 'gender.csv.Year', 'gender.csv.Level3+4_N', 'gender.csv.Level3+4_%', 'gender.csv.Level1_%', 'gender.csv.Grade', 'gender.csv.Number Tested', 'gender.csv.Level2_N', 'gender.csv.Level2_%', 'gender.csv.Level4_%', 'base.csv.School Name', 'base.csv.School Type', 'base.csv.Total Parent Response Rate (%)', 'base.csv.Total Teacher Response Rate (%)', 'base.csv.Total Student Response Rate (%)']",0.15,,
CART,base.csv--DBN-disc.csv,TFD_BFS,school,,213.77696585655212,,,0.7018779342723004,0.6745781898498535,"{'disc.csv.ADMINISTRATIVE DISTRICT': 0.0, 'disc.csv.LOCATION CATEGORY': 0.0, 'disc.csv.DBN': 0.0, 'base.csv.School Name': 0.0, 'base.csv.School Type': 0.297, 'base.csv.Total Parent Response Rate (%)': 0.616, 'base.csv.Total Teacher Response Rate (%)': 0.087, 'base.csv.Total Student Response Rate (%)': 0.0}","['disc.csv.ADMINISTRATIVE DISTRICT', 'disc.csv.LOCATION CATEGORY', 'disc.csv.DBN', 'base.csv.School Name', 'base.csv.School Type', 'base.csv.Total Parent Response Rate (%)', 'base.csv.Total Teacher Response Rate (%)', 'base.csv.Total Student Response Rate (%)']",0.15,,
CART,base.csv--DBN-esl.csv--DBN-Schools_Progress_Report_2012-2013.csv,TFD_BFS,school,,213.77696585655212,,,0.7941863949655379,3.3949849605560303,"{'Schools_Progress_Report_2012-2013.csv.2010-11 PROGRESS REPORT GRADE': 0.0, 'Schools_Progress_Report_2012-2013.csv.2012-2013 ADDITIONAL CREDIT': 0.014, 'Schools_Progress_Report_2012-2013.csv.2012-2013 PERFORMANCE CATEGORY SCORE': 0.0, 'Schools_Progress_Report_2012-2013.csv.2012-2013 OVERALL SCORE': 0.0, 'Schools_Progress_Report_2012-2013.csv.2012-13 OVERALL PERCENTILE': 0.0, 'Schools_Progress_Report_2012-2013.csv.2012-2013 OVERALL GRADE': 0.0, 'Schools_Progress_Report_2012-2013.csv.2012-2013 ENVIRONMENT GRADE': 0.51, 'Schools_Progress_Report_2012-2013.csv.2012-2013 PROGRESS GRADE': 0.0, 'Schools_Progress_Report_2012-2013.csv.2009-10 PROGRESS REPORT GRADE': 0.097, 'Schools_Progress_Report_2012-2013.csv.PRINCIPAL': 0.0, 'Schools_Progress_Report_2012-2013.csv.DISTRICT': 0.0, 'Schools_Progress_Report_2012-2013.csv.2012-2013PERFORMANCE GRADE': 0.0, 'Schools_Progress_Report_2012-2013.csv.2012-2013 PROGRESS CATEGORY SCORE': 0.0, 'Schools_Progress_Report_2012-2013.csv.DBN': 0.0, 'Schools_Progress_Report_2012-2013.csv.SCHOOL LEVEL*': 0.111, 'Schools_Progress_Report_2012-2013.csv.2011-12 PROGRESS REPORT GRADE': 0.0, 'Schools_Progress_Report_2012-2013.csv.2012-2013 ENVIRONMENT CATEGORY SCORE': 0.0, 'esl.csv.Level 2 #': 0.0, 'esl.csv.Number Tested': 0.0, 'esl.csv.Level 3+4 %': 0.0, 'esl.csv.Level 1 #': 0.0, 'esl.csv.Level 3 #': 0.0, 'esl.csv.Level 3+4 #': 0.0, 'esl.csv.Level 4 %': 0.0, 'esl.csv.Grade': 0.0, 'esl.csv.Level 3 %': 0.0, 'esl.csv.Mean Scale Score': 0.0, 'esl.csv.Level 2 %': 0.0, 'esl.csv.DBN': 0.0, 'esl.csv.Year': 0.0, 'esl.csv.Level 1 %': 0.0, 'esl.csv.Level 4 #': 0.0, 'base.csv.School Name': 0.0, 'base.csv.School Type': 0.0, 'base.csv.Total Parent Response Rate (%)': 0.215, 'base.csv.Total Teacher Response Rate (%)': 0.0, 'base.csv.Total Student Response Rate (%)': 0.0}","['Schools_Progress_Report_2012-2013.csv.2010-11 PROGRESS REPORT GRADE', 'Schools_Progress_Report_2012-2013.csv.2012-2013 ADDITIONAL CREDIT', 'Schools_Progress_Report_2012-2013.csv.2012-2013 PERFORMANCE CATEGORY SCORE', 'Schools_Progress_Report_2012-2013.csv.2012-2013 OVERALL SCORE', 'Schools_Progress_Report_2012-2013.csv.2012-13 OVERALL PERCENTILE', 'Schools_Progress_Report_2012-2013.csv.2012-2013 OVERALL GRADE', 'Schools_Progress_Report_2012-2013.csv.2012-2013 ENVIRONMENT GRADE', 'Schools_Progress_Report_2012-2013.csv.2012-2013 PROGRESS GRADE', 'Schools_Progress_Report_2012-2013.csv.2009-10 PROGRESS REPORT GRADE', 'Schools_Progress_Report_2012-2013.csv.PRINCIPAL', 'Schools_Progress_Report_2012-2013.csv.DISTRICT', 'Schools_Progress_Report_2012-2013.csv.2012-2013PERFORMANCE GRADE', 'Schools_Progress_Report_2012-2013.csv.2012-2013 PROGRESS CATEGORY SCORE', 'Schools_Progress_Report_2012-2013.csv.DBN', 'Schools_Progress_Report_2012-2013.csv.SCHOOL LEVEL*', 'Schools_Progress_Report_2012-2013.csv.2011-12 PROGRESS REPORT GRADE', 'Schools_Progress_Report_2012-2013.csv.2012-2013 ENVIRONMENT CATEGORY SCORE', 'esl.csv.Level 2 #', 'esl.csv.Number Tested', 'esl.csv.Level 3+4 %', 'esl.csv.Level 1 #', 'esl.csv.Level 3 #', 'esl.csv.Level 3+4 #', 'esl.csv.Level 4 %', 'esl.csv.Grade', 'esl.csv.Level 3 %', 'esl.csv.Mean Scale Score', 'esl.csv.Level 2 %', 'esl.csv.DBN', 'esl.csv.Year', 'esl.csv.Level 1 %', 'esl.csv.Level 4 #', 'base.csv.School Name', 'base.csv.School Type', 'base.csv.Total Parent Response Rate (%)', 'base.csv.Total Teacher Response Rate (%)', 'base.csv.Total Student Response Rate (%)']",0.15,,
CART,base.csv--DBN-Schools_Progress_Report_2012-2013.csv,TFD_BFS,school,,213.77696585655212,,,0.8061482369393668,2.1129491329193115,"{'Schools_Progress_Report_2012-2013.csv.2010-11 PROGRESS REPORT GRADE': 0.0, 'Schools_Progress_Report_2012-2013.csv.2012-2013 ADDITIONAL CREDIT': 0.016, 'Schools_Progress_Report_2012-2013.csv.2012-2013 PERFORMANCE CATEGORY SCORE': 0.005, 'Schools_Progress_Report_2012-2013.csv.2012-2013 OVERALL SCORE': 0.002, 'Schools_Progress_Report_2012-2013.csv.2012-13 OVERALL PERCENTILE': 0.0, 'Schools_Progress_Report_2012-2013.csv.2012-2013 OVERALL GRADE': 0.003, 'Schools_Progress_Report_2012-2013.csv.2012-2013 ENVIRONMENT GRADE': 0.396, 'Schools_Progress_Report_2012-2013.csv.2012-2013 PROGRESS GRADE': 0.0, 'Schools_Progress_Report_2012-2013.csv.2009-10 PROGRESS REPORT GRADE': 0.093, 'Schools_Progress_Report_2012-2013.csv.PRINCIPAL': 0.009, 'Schools_Progress_Report_2012-2013.csv.DISTRICT': 0.002, 'Schools_Progress_Report_2012-2013.csv.2012-2013PERFORMANCE GRADE': 0.001, 'Schools_Progress_Report_2012-2013.csv.2012-2013 PROGRESS CATEGORY SCORE': 0.008, 'Schools_Progress_Report_2012-2013.csv.DBN': 0.005, 'Schools_Progress_Report_2012-2013.csv.SCHOOL LEVEL*': 0.113, 'Schools_Progress_Report_2012-2013.csv.2011-12 PROGRESS REPORT GRADE': 0.0, 'Schools_Progress_Report_2012-2013.csv.2012-2013 ENVIRONMENT CATEGORY SCORE': 0.01, 'base.csv.School Name': 0.013, 'base.csv.School Type': 0.05, 'base.csv.Total Parent Response Rate (%)': 0.181, 'base.csv.Total Teacher Response Rate (%)': 0.011, 'base.csv.Total Student Response Rate (%)': 0.057}","['Schools_Progress_Report_2012-2013.csv.2010-11 PROGRESS REPORT GRADE', 'Schools_Progress_Report_2012-2013.csv.2012-2013 ADDITIONAL CREDIT', 'Schools_Progress_Report_2012-2013.csv.2012-2013 PERFORMANCE CATEGORY SCORE', 'Schools_Progress_Report_2012-2013.csv.2012-2013 OVERALL SCORE', 'Schools_Progress_Report_2012-2013.csv.2012-13 OVERALL PERCENTILE', 'Schools_Progress_Report_2012-2013.csv.2012-2013 OVERALL GRADE', 'Schools_Progress_Report_2012-2013.csv.2012-2013 ENVIRONMENT GRADE', 'Schools_Progress_Report_2012-2013.csv.2012-2013 PROGRESS GRADE', 'Schools_Progress_Report_2012-2013.csv.2009-10 PROGRESS REPORT GRADE', 'Schools_Progress_Report_2012-2013.csv.PRINCIPAL', 'Schools_Progress_Report_2012-2013.csv.DISTRICT', 'Schools_Progress_Report_2012-2013.csv.2012-2013PERFORMANCE GRADE', 'Schools_Progress_Report_2012-2013.csv.2012-2013 PROGRESS CATEGORY SCORE', 'Schools_Progress_Report_2012-2013.csv.DBN', 'Schools_Progress_Report_2012-2013.csv.SCHOOL LEVEL*', 'Schools_Progress_Report_2012-2013.csv.2011-12 PROGRESS REPORT GRADE', 'Schools_Progress_Report_2012-2013.csv.2012-2013 ENVIRONMENT CATEGORY SCORE', 'base.csv.School Name', 'base.csv.School Type', 'base.csv.Total Parent Response Rate (%)', 'base.csv.Total Teacher Response Rate (%)', 'base.csv.Total Student Response Rate (%)']",0.15,,
CART,base.csv--DBN-2013_NYC_School_Survey.csv,TFD_BFS,school,,213.77696585655212,,,1.0,0.9998419284820557,"{'2013_NYC_School_Survey.csv.School Name': 0.0, '2013_NYC_School_Survey.csv.Total Engagement Score': 0.022, '2013_NYC_School_Survey.csv.Total Communication Score': 0.065, '2013_NYC_School_Survey.csv.Total Student Response Rate (%)': 0.0, '2013_NYC_School_Survey.csv.Total Parent Response Rate (%)': 0.0, '2013_NYC_School_Survey.csv.Total Safety and Respect Score': 0.239, '2013_NYC_School_Survey.csv.Total Academic Expectations Score': 0.669, 'base.csv.School Name': 0.0, 'base.csv.School Type': 0.0, 'base.csv.Total Parent Response Rate (%)': 0.0, 'base.csv.Total Teacher Response Rate (%)': 0.0, 'base.csv.Total Student Response Rate (%)': 0.0}","['2013_NYC_School_Survey.csv.School Name', '2013_NYC_School_Survey.csv.Total Engagement Score', '2013_NYC_School_Survey.csv.Total Communication Score', '2013_NYC_School_Survey.csv.Total Student Response Rate (%)', '2013_NYC_School_Survey.csv.Total Parent Response Rate (%)', '2013_NYC_School_Survey.csv.Total Safety and Respect Score', '2013_NYC_School_Survey.csv.Total Academic Expectations Score', 'base.csv.School Name', 'base.csv.School Type', 'base.csv.Total Parent Response Rate (%)', 'base.csv.Total Teacher Response Rate (%)', 'base.csv.Total Student Response Rate (%)']",0.15,,
CART,table10.csv--V3-table2.csv--V26-table7.csv--V26-table5.csv,TFD_BFS,steel,,22.148244857788086,,,0.7777129859387925,1.7170190811157227,"{'table5.csv.V26': 0.0, 'table5.csv.V9': 0.0, 'table5.csv.V10': 0.005, 'table7.csv.V24': 0.016, 'table7.csv.V25': 0.0, 'table7.csv.V26': 0.0, 'table2.csv.V26': 0.0, 'table2.csv.V5': 0.213, 'table2.csv.V7': 0.019, 'table2.csv.V19': 0.028, 'table2.csv.V8': 0.0, 'table2.csv.V25': 0.119, 'table2.csv.V6': 0.0, 'table10.csv.V13': 0.017, 'table10.csv.V14': 0.17, 'table10.csv.V27': 0.0, 'table10.csv.V28': 0.153, 'table10.csv.V29': 0.165, 'table10.csv.V32': 0.052}","['table5.csv.V26', 'table5.csv.V9', 'table5.csv.V10', 'table7.csv.V24', 'table7.csv.V25', 'table7.csv.V26', 'table2.csv.V26', 'table2.csv.V5', 'table2.csv.V7', 'table2.csv.V19', 'table2.csv.V8', 'table2.csv.V25', 'table2.csv.V6', 'table10.csv.V13', 'table10.csv.V14', 'table10.csv.V27', 'table10.csv.V28', 'table10.csv.V29', 'table10.csv.V32']",0.15,,
